时间,fenci,主题概率,主题类型
2024-02-16,民族 灭种,"[(0, 0.056011513), (1, 0.056342565), (2, 0.05586533), (3, 0.05640247), (4, 0.7196082), (5, 0.05576994)]",4
2024-02-16,算了,"[(0, 0.08341374), (1, 0.5831655), (2, 0.083355345), (3, 0.08335504), (4, 0.083355315), (5, 0.083355)]",1
2024-02-16,事情 热度,"[(0, 0.05557259), (1, 0.055814207), (2, 0.05560835), (3, 0.72173995), (4, 0.055598322), (5, 0.055666577)]",3
2024-02-16,动物,"[(0, 0.083779626), (1, 0.08343232), (2, 0.083365165), (3, 0.58256507), (4, 0.08339063), (5, 0.08346717)]",3
2024-02-16,地球,"[(0, 0.08338238), (1, 0.083497345), (2, 0.08459338), (3, 0.5816558), (4, 0.08345192), (5, 0.08341918)]",3
2024-02-16,污水 地球 理由,"[(0, 0.04187384), (1, 0.041816216), (2, 0.041864317), (3, 0.7896781), (4, 0.041886933), (5, 0.0428806)]",3
2024-02-16,严谨,"[(0, 0.083352745), (1, 0.08344622), (2, 0.08366631), (3, 0.5828295), (4, 0.08335277), (5, 0.0833525)]",3
2024-02-16,神经病,"[(0, 0.08350764), (1, 0.5824653), (2, 0.083508), (3, 0.08350566), (4, 0.08350801), (5, 0.08350541)]",1
2024-02-16,无耻,"[(0, 0.08370136), (1, 0.083375506), (2, 0.08337566), (3, 0.08373946), (4, 0.08337573), (5, 0.58243227)]",5
2024-02-16,逼人,"[(0, 0.08341756), (1, 0.5829138), (2, 0.08341774), (3, 0.08341667), (4, 0.083417684), (5, 0.08341648)]",1
2024-02-16,毁灭,"[(0, 0.08336257), (1, 0.5824544), (2, 0.08333963), (3, 0.0840454), (4, 0.083425604), (5, 0.08337244)]",1
2024-02-16,核污染 高浓度 放射性 消除 人体 剂量 放射病 致癌 途径 放射性 气体 气溶胶 吸入 消化道 摄入 蔬菜 食品 奶类 皮肤 创口 健康 皮肤 创口 吸收 收起,"[(4, 0.96785885)]",4
2024-02-16,小心 小心,"[(0, 0.055557825), (1, 0.055608664), (2, 0.72216004), (3, 0.055557806), (4, 0.055557825), (5, 0.0555578)]",2
2024-02-16,绑架 全世界,"[(0, 0.7200132), (1, 0.057167508), (2, 0.055644695), (3, 0.055890594), (4, 0.055649072), (5, 0.055634905)]",0
2024-02-16,傻子,"[(0, 0.08347363), (1, 0.08399938), (2, 0.08337261), (3, 0.5823498), (4, 0.083372526), (5, 0.08343207)]",3
2024-02-16,小鬼子,"[(0, 0.08333568), (1, 0.08335579), (2, 0.083464496), (3, 0.08336789), (4, 0.5831317), (5, 0.08334443)]",4
2024-02-16,油饼,"[(0, 0.08409467), (1, 0.084093764), (2, 0.084096484), (3, 0.57953423), (4, 0.08409589), (5, 0.08408498)]",3
2024-02-16,罪恶 故事,"[(0, 0.72124237), (1, 0.05612524), (2, 0.055805992), (3, 0.05563418), (4, 0.055608347), (5, 0.05558383)]",0
2024-02-16,鞠躬,"[(0, 0.0833476), (1, 0.5820227), (2, 0.084305905), (3, 0.08364156), (4, 0.08334116), (5, 0.08334104)]",1
2024-02-16,忘记,"[(0, 0.5828029), (1, 0.08334588), (2, 0.08335631), (3, 0.08370126), (4, 0.083427355), (5, 0.08336634)]",0
2024-02-16,根本就是 核污染 核污染,"[(0, 0.041728638), (1, 0.04171978), (2, 0.042090144), (3, 0.04191631), (4, 0.041807156), (5, 0.790738)]",5
2024-02-16,期待,"[(0, 0.08353055), (1, 0.58254147), (2, 0.08338804), (3, 0.08344443), (4, 0.08351274), (5, 0.08358275)]",1
2024-02-16,直说,"[(0, 0.580913), (1, 0.083818905), (2, 0.08382062), (3, 0.08381402), (4, 0.08382022), (5, 0.083813235)]",0
2024-02-16,人工 失误 知礼 严谨 忘记 闸门 失误 细品,"[(0, 0.018656904), (1, 0.018603705), (2, 0.018563835), (3, 0.9070535), (4, 0.018560028), (5, 0.018562095)]",3
2024-02-16,不信 做人,"[(0, 0.05560453), (1, 0.05560448), (2, 0.3455711), (3, 0.43201134), (4, 0.055604592), (5, 0.05560395)]",3
2024-02-16,理由 敷衍,"[(0, 0.05562134), (1, 0.055616207), (2, 0.055584785), (3, 0.055653024), (4, 0.055639353), (5, 0.72188526)]",5
2024-02-16,霓虹 鞠躬 申遗 鞠躬 鞠躬 仙人,"[(0, 0.0238717), (1, 0.75788385), (2, 0.14659773), (3, 0.023905465), (4, 0.023871), (5, 0.023870295)]",1
2024-02-16,敷衍 理由,"[(0, 0.05562135), (1, 0.055616215), (2, 0.055584792), (3, 0.055653032), (4, 0.055639356), (5, 0.72188526)]",5
2024-02-16,忘记 关闭 手动 阀门 饮用水 标准 超过 超过 引发 白血病 病变 想想 概念 道义 国家 惯于 声讨 国家 国家 选择 集体 失声 收起,"[(0, 0.14392272), (2, 0.39424837), (3, 0.22073008), (5, 0.22711024)]",2
2024-02-16,搞笑,"[(0, 0.083367005), (1, 0.5817211), (2, 0.08364438), (3, 0.08410464), (4, 0.08336708), (5, 0.08379577)]",1
2024-02-16,国家 地球 消失,"[(0, 0.042190123), (1, 0.04179769), (2, 0.7903705), (3, 0.04214564), (4, 0.0417379), (5, 0.041758128)]",2
2024-02-16,忘记 贱则 无敌,"[(0, 0.27980912), (1, 0.0419015), (2, 0.0419075), (3, 0.042073913), (4, 0.041943345), (5, 0.55236465)]",5
2024-02-16,不信,"[(0, 0.08336127), (1, 0.083361246), (2, 0.5830604), (3, 0.083494954), (4, 0.08336129), (5, 0.083360896)]",2
2024-02-16,人工 作业 失误 困难 好笑,"[(0, 0.0277935), (1, 0.8603982), (2, 0.027846362), (3, 0.028304335), (4, 0.027842844), (5, 0.02781479)]",1
2024-02-16,信不信,"[(0, 0.08347179), (1, 0.08347163), (2, 0.083472095), (3, 0.08347025), (4, 0.08347202), (5, 0.58264226)]",5
2024-02-16,加速,"[(0, 0.08477772), (1, 0.58073926), (2, 0.0833651), (3, 0.083364666), (4, 0.08437609), (5, 0.083377145)]",1
2024-02-16,核电站 污水 泄漏 时长 污水 渗入 土壤 泄漏 放射性物质 总量 作孽 担当,"[(0, 0.012841878), (1, 0.012844949), (2, 0.012853474), (3, 0.93568474), (4, 0.012892509), (5, 0.012882444)]",3
2024-02-16,不信,"[(0, 0.08336135), (1, 0.08336133), (2, 0.5830476), (3, 0.08350737), (4, 0.08336137), (5, 0.08336098)]",2
2024-02-16,听听,"[(0, 0.08468489), (1, 0.083471134), (2, 0.083471656), (3, 0.083702095), (4, 0.08347147), (5, 0.58119875)]",5
2024-02-16,不知 热心 市民 视频,"[(0, 0.033507206), (1, 0.03342757), (2, 0.03368531), (3, 0.033471778), (4, 0.32612196), (5, 0.5397862)]",5
2024-02-16,心累 感觉 超人,"[(0, 0.041701823), (1, 0.041895315), (2, 0.04175457), (3, 0.79119706), (4, 0.04172987), (5, 0.041721396)]",3
2024-02-16,玩意 技术 讨伐 没脸 睁眼 玩意,"[(0, 0.023934284), (1, 0.023914637), (2, 0.023903765), (3, 0.023914874), (4, 0.19854099), (5, 0.7057915)]",5
2024-02-16,离谱 工匠 精神 关键 时刻 没用,"[(0, 0.024583066), (1, 0.024295205), (2, 0.43721935), (3, 0.30477074), (4, 0.18497904), (5, 0.024152571)]",2
2024-02-16,改不了 吃屎,"[(0, 0.056094788), (1, 0.7210553), (2, 0.05571351), (3, 0.05571161), (4, 0.05571338), (5, 0.055711348)]",1
2024-02-16,找茬,"[(0, 0.08380092), (1, 0.083800234), (2, 0.08380198), (3, 0.083795585), (4, 0.58100647), (5, 0.08379481)]",4
2024-02-16,严谨 民族 公布 污水 泄漏 原因 忘关 手动 阀门 污水 泄漏 时长 污水 泄漏 流到 给出 原因 工作人员 失误 导致 人工 作业 失误 困难 主持人 视频,"[(1, 0.12486194), (3, 0.8503017)]",3
2024-02-16,肚子,"[(0, 0.083352596), (1, 0.582795), (2, 0.08335265), (3, 0.08335239), (4, 0.08335262), (5, 0.08379472)]",1
2024-02-16,神金,"[(0, 0.08378623), (1, 0.08378561), (2, 0.5810796), (3, 0.08378119), (4, 0.083786994), (5, 0.08378036)]",2
2024-02-17,主持人 视频,"[(0, 0.05574781), (1, 0.71773726), (2, 0.05614296), (3, 0.056480177), (4, 0.05675899), (5, 0.057132807)]",1
2024-02-17,新闻 报道 核电站 发生 污水 泄漏 事故 电力公司 公布 调查结果 泄漏 工作人员 关闭 手动 阀门 报道 指出 核电站 核电站 报废 人员 人工 作业 失误 困难 收起,"[(3, 0.96898216)]",3
2024-02-17,核污染 高浓度 放射性 消除 人体 剂量 放射病 致癌 途径 放射性 气体 气溶胶 吸入 消化道 摄入 蔬菜 食品 奶类 皮肤 创口 健康 皮肤 创口 吸收 人民网 收起,"[(4, 0.9690505)]",4
2024-02-17,谴责,"[(0, 0.08346169), (1, 0.08409915), (2, 0.08335139), (3, 0.084572665), (4, 0.0833472), (5, 0.5811679)]",5
2024-02-17,美好 读报 农历 美好 读报 愉快 春运 返程 阶段 地铁 定点 加开 零点 票价 松动 待渡 车场 饱和 疏运 小时 回应 员工 员工 标准 试吃 当事 员工 解除 世卫 组织 地带 居民 无可 重磅 视频 生成 模型 发布 流畅 效果 炸裂 公布 污水 泄漏 原因 忘关 手动 阀门 农民 农民 拖拉机 网友 称租 民宿 退房 马桶 协调 退还 押金 卫生 公司 负责 国防 国防 支出 接受 媒称 团队 开发 粉红色 牛肉 味道 香气 牛肉 大部地区 剧烈 降温 全国 降温 图变 深红色 收起,"[(3, 0.98992205)]",3
2024-02-17,忘记 关掉 污水 阀门 公布 污水 泄漏 原因 忘关 手动 阀门,"[(0, 0.013973171), (1, 0.0139329145), (2, 0.013920399), (3, 0.9303155), (4, 0.013928825), (5, 0.0139291715)]",3
2024-02-17,冰雪 世界 正式 闭园 接待 游客 用于 人工智能 计算 产业 免税 购物 金额 涨近 团队 开发 光纤 传声器 推出 系统 文本 转换 逼真 视频 科学家 发现 首例 分子 激发态 通道 数字 平台 生效 改造 管线 污水 泄漏 系因 忘关 手动 阀门 极寒 天气 导致 牲畜 死亡 著名作家 生于 高密市 原名 高密 著名作家 公开 大学 文学 博士 院长 科技 大学 客座教授 学院 名誉 院长 乡土 作品 崛起 充满 怨乡 情感 文学 作家 作品 深受 魔幻现实主义 历史 超话 收起,"[(0, 0.07783283), (1, 0.91351986)]",1
2024-02-17,污水 加油,"[(0, 0.056131292), (1, 0.480225), (2, 0.05577408), (3, 0.295739), (4, 0.055899594), (5, 0.05623102)]",1
2024-02-17,视频,"[(0, 0.08347388), (1, 0.083673626), (2, 0.08386704), (3, 0.08423461), (4, 0.084164456), (5, 0.5805864)]",5
2024-02-17,想要 表达 进化 能力 赢麻 污水 直排 统统 全民 核食 进化 成功 人心,"[(0, 0.0119502945), (1, 0.01202559), (2, 0.011995674), (3, 0.94001824), (4, 0.012011967), (5, 0.01199829)]",3
2024-02-17,匠人 精神 做事 严谨 公司 没钱 阀门 仙人,"[(0, 0.019274088), (1, 0.018572295), (2, 0.6450554), (3, 0.27984056), (4, 0.018566737), (5, 0.018690856)]",2
2024-02-17,人口 证明 靠不住 日本鬼子,"[(0, 0.033520743), (1, 0.033777818), (2, 0.033528555), (3, 0.4650091), (4, 0.4005898), (5, 0.033573974)]",3
2024-02-17,农历 愉快 担心 成长 春运 返程 阶段 地铁 定点 加开 零点 票价 松动 待渡 车场 饱和 疏运 小时 回应 员工 员工 标准 试吃 当事 员工 解除 世卫 组织 地带 居民 无可 重磅 视频 生成 模型 发布 流畅 效果 炸裂 公布 污水 泄漏 原因 忘关 手动 阀门 农民 农民 拖拉机 网友 称租 民宿 退房 马桶 协调 退还 押金 卫生 公司 负责 国防 国防 支出 接受 媒称 团队 开发 粉红色 牛肉 味道 香气 牛肉 大部地区 剧烈 降温 全国 降温 图变 深红色 担心 成长 收起,"[(3, 0.9899227)]",3
2024-02-17,新闻 报道 核电站 发生 污水 泄漏 事故 电力公司 公布 调查结果 泄漏 工作人员 关闭 手动 阀门,"[(0, 0.010431473), (1, 0.010456761), (2, 0.010449409), (3, 0.94771194), (4, 0.010446229), (5, 0.010504172)]",3
2024-02-17,平民 无辜,"[(0, 0.056158505), (1, 0.055703536), (2, 0.05568709), (3, 0.7207832), (4, 0.055804256), (5, 0.05586345)]",3
2024-02-17,私密,"[(0, 0.57842016), (1, 0.08413659), (2, 0.08414431), (3, 0.0848509), (4, 0.08432274), (5, 0.084125325)]",0
2024-02-17,语报 农历 愉快 众览 天下事 春运 返程 阶段 地铁 定点 加开 零点 票价 松动 待渡 车场 饱和 疏运 小时 回应 员工 员工 标准 试吃 当事 员工 解除 世卫 组织 地带 居民 无可 重磅 视频 生成 模型 发布 流畅 效果 炸裂 公布 污水 泄漏 原因 忘关 手动 阀门 农民 农民 拖拉机 网友 称租 民宿 退房 马桶 协调 退还 押金 卫生 公司 负责 国防 国防 支出 接受 媒称 团队 开发 粉红色 牛肉 味道 香气 牛肉 大部地区 剧烈 降温 全国 降温 图变 深红色 担心 成长 收起,"[(3, 0.9900412)]",3
2024-02-17,核电站 发生 核污染 泄漏 事故 电力公司 泄漏 事故 工作人员 关闭 手动 阀门 视频 视频,"[(0, 0.011123881), (1, 0.011154205), (2, 0.011149228), (3, 0.9442064), (4, 0.011152813), (5, 0.011213439)]",3
2024-02-17,理由,"[(0, 0.08347899), (1, 0.083460726), (2, 0.08334878), (3, 0.08359476), (4, 0.083543755), (5, 0.582573)]",5
2024-02-17,员岗村 飘色 巡游 回归 买不到 返程 车票 上班 男星 上热 界定 律师 解读 乡村 文化 频出 登场 乒赛 团体赛 首战 惊险 战胜 公布 污水 泄漏 原因 忘关 手动 阀门 推出 人工智能 视频 生成 模型 精彩 报道 扫码 关注 媒体报道 收起,"[(0, 0.10066289), (2, 0.06522857), (3, 0.75948304), (5, 0.06637679)]",3
2024-02-17,全世界 大炮 弹射 小心 根烟,"[(0, 0.02860682), (1, 0.027934657), (2, 0.85960126), (3, 0.02798109), (4, 0.027950404), (5, 0.0279258)]",2
2024-02-17,污水 泄漏 原因 忘关 手动 阀门 电力公司 核电站 发生 污水 泄漏 事故 公布 调查结果 泄漏 工作人员 关闭 手动 阀门,"[(3, 0.95821804)]",3
2024-02-17,红豆 私密 鞠躬 鞠躬 涉事 人员 可控 剧本 新意 流程,"[(0, 0.09644759), (1, 0.015485075), (2, 0.015404513), (3, 0.7428012), (4, 0.114604115), (5, 0.015257502)]",3
2024-02-17,严谨 直们 学学,"[(0, 0.04217949), (1, 0.042191755), (2, 0.04222296), (3, 0.7890519), (4, 0.04218018), (5, 0.042173684)]",3
2024-02-17,新闻 报道 核电站 发生 污水 泄漏 事故 电力公司 公布 调查结果 泄漏 工作人员 关闭 手动 阀门,"[(0, 0.010431472), (1, 0.010456759), (2, 0.010449407), (3, 0.9477143), (4, 0.010446227), (5, 0.010501801)]",3
2024-02-17,视频,"[(0, 0.08347373), (1, 0.083673194), (2, 0.083866656), (3, 0.084191844), (4, 0.0841782), (5, 0.5806164)]",5
2024-02-17,企业 员工 错误 严肃 反思 改进 发生,"[(0, 0.020906264), (1, 0.020865912), (2, 0.021019911), (3, 0.58059996), (4, 0.020938307), (5, 0.33566964)]",3
2024-02-17,变质 男子 返程 姥姥 石榴 出发 变质 男子 返程 姥姥 石榴,"[(0, 0.0138999345), (1, 0.0138977375), (2, 0.013892908), (3, 0.01390189), (4, 0.9305159), (5, 0.013891643)]",4
2024-02-17,公布 污水 泄漏 原因 忘关 手动 阀门 公布 污水 泄漏 原因 忘关 手动 阀门,"[(0, 0.0111263255), (1, 0.011144758), (2, 0.01113053), (3, 0.94432706), (4, 0.011136716), (5, 0.0111346245)]",3
2024-02-17,闹钟,"[(0, 0.1667512), (1, 0.1659682), (2, 0.17462273), (3, 0.16234079), (4, 0.16863392), (5, 0.16168311)]",2
2024-02-17,公布 污水 泄漏 原因 工作人员 忘关 手动 阀门 观察者 视频,"[(0, 0.015184335), (1, 0.015218341), (2, 0.015197624), (3, 0.81213665), (4, 0.1270395), (5, 0.015223548)]",3
2024-02-17,收起,"[(0, 0.083821125), (1, 0.08429067), (2, 0.08384996), (3, 0.0839168), (4, 0.084461965), (5, 0.57965946)]",5
2024-02-17,洗白,"[(0, 0.08334386), (1, 0.08334385), (2, 0.083343916), (3, 0.08345105), (4, 0.08334387), (5, 0.58317345)]",5
2024-02-17,回答,"[(0, 0.083350345), (1, 0.08339291), (2, 0.5824572), (3, 0.08366457), (4, 0.08335037), (5, 0.08378459)]",2
2024-02-17,国际 组织 制裁,"[(0, 0.04197614), (1, 0.041766338), (2, 0.041820243), (3, 0.041915018), (4, 0.79038996), (5, 0.042132314)]",4
2024-02-17,早安 飞机 抵达 参加 国产 飞机 亮相 人工智能 公司 推出 视频 生成 模型 模型 可用 文本 成长 视频 视频 角色 类型 精确 主题 背景 细节 场景 新闻 报道 核电站 发生 污水 泄漏 事故 电力公司 公布 调查结果 泄漏 工作人员 关闭 手动 阀门 值得 关注 科技 新闻 收起,"[(1, 0.12745135), (2, 0.085603096), (3, 0.5135718), (5, 0.26621738)]",3
2024-02-17,出发 变质 男子 返程 姥姥 石榴 出发 变质 男子 返程 姥姥 石榴,"[(0, 0.012829988), (1, 0.012828341), (2, 0.012824058), (3, 0.012831874), (4, 0.93586236), (5, 0.012823333)]",4
2024-02-17,垃圾 民族 骨子里,"[(0, 0.04229999), (1, 0.49419516), (2, 0.041792758), (3, 0.33805737), (4, 0.041825317), (5, 0.041829415)]",1
2024-02-17,小心眼 看不出来,"[(0, 0.056472946), (1, 0.40476313), (2, 0.0564776), (3, 0.36934954), (4, 0.05647598), (5, 0.056460794)]",1
2024-02-17,小鬼子 污水 地方,"[(0, 0.04209206), (1, 0.042282805), (2, 0.042347267), (3, 0.0426181), (4, 0.7883725), (5, 0.04228724)]",4
2024-02-17,坏水 理由 编出来 利益 祸害 所有人 生物 污水,"[(0, 0.018732091), (1, 0.018623902), (2, 0.1420961), (3, 0.22694129), (4, 0.17135105), (5, 0.42225555)]",5
2024-02-17,探索 洗白 底线 高效 廉价 方法 底线,"[(0, 0.73734134), (1, 0.020927547), (2, 0.020922119), (3, 0.020912942), (4, 0.021016568), (5, 0.17887948)]",0
2024-02-17,关闭,"[(0, 0.083342634), (1, 0.08361471), (2, 0.08356732), (3, 0.5827412), (4, 0.08337491), (5, 0.08335923)]",3
2024-02-17,吃饭 喝水 错误 严谨 国度,"[(0, 0.027799474), (1, 0.20450221), (2, 0.6838042), (3, 0.028181266), (4, 0.027802859), (5, 0.02790998)]",2
2024-02-17,事情 压到 想想,"[(0, 0.041970167), (1, 0.042363394), (2, 0.041843507), (3, 0.18723111), (4, 0.6444955), (5, 0.04209633)]",4
2024-02-17,毛线,"[(0, 0.08524408), (1, 0.08524011), (2, 0.08525886), (3, 0.5737925), (4, 0.08525163), (5, 0.08521279)]",3
2024-02-17,泄露 频繁 地震 心情 当成 厨房 垃圾桶 东电,"[(0, 0.018589027), (1, 0.018658351), (2, 0.018665642), (3, 0.6673889), (4, 0.018589798), (5, 0.25810835)]",3
2024-02-17,工匠 精神,"[(0, 0.055573635), (1, 0.0555712), (2, 0.7220096), (3, 0.05569533), (4, 0.05557443), (5, 0.05557581)]",2
2024-02-17,污水 沉没,"[(0, 0.05585382), (1, 0.05563936), (2, 0.05564247), (3, 0.7213749), (4, 0.0556774), (5, 0.055812057)]",3
