时间,fenci,主题概率,主题类型
2024-07-19,证明 水质 达标 问问 当众 污水 日本鬼子 痛苦 死于 癌症,"[(0, 0.015280377), (1, 0.015283705), (2, 0.015428643), (3, 0.92327005), (4, 0.015422084), (5, 0.01531518)]",3
2024-07-20,无视 呼声 单方面 强行 核污染 水排 污水 电力集团 股东 脉络 核污染 排海 东电向 渔业 协会 书面 承诺 轻易 排放 私有化 资管 巨头 先锋 领航 公司 股东 资管 屈居 民众 起诉 索赔 经济 产业省 提出 污水 事宜 民众 起诉 拒收 民众 起诉 环境 大臣 抛出 污水 议题 法院 终审 驳回 民众 起诉 收起,"[(1, 0.98418075)]",1
2024-07-21,超话 超标 精神 污水 视频,"[(0, 0.64571136), (1, 0.028100641), (2, 0.0279122), (3, 0.02801447), (4, 0.24226469), (5, 0.027996687)]",0
2024-03-04,环境 核污染 支持 污水 爆光,"[(0, 0.85974526), (1, 0.028327854), (2, 0.0278969), (3, 0.027905226), (4, 0.028105803), (5, 0.028019015)]",0
2024-03-05,海带 星人 紫菜 星人 拍核 废水 气愤 海带 馄饨 垃圾场 区别,"[(0, 0.93032897), (1, 0.013922698), (2, 0.013933792), (3, 0.013926391), (4, 0.0139408), (5, 0.013947375)]",0
2024-03-25,口号 生存 塑料 垃圾 废水 伤害 伤害 道路 保护 地球 收起,"[(0, 0.014023218), (1, 0.0142239425), (2, 0.014088335), (3, 0.014018554), (4, 0.013992081), (5, 0.9296538)]",5
2024-04-11,等出 人能 勇敢 效果 人类 灭亡 废水 排海 全球性 有形 后果 都观 邻居 放在 种出 粮食 废水 排海 地球 黄金 资源 买到 粮食 最贵 有机 食品 买核 废水 空气 土壤 粮食 自救 类别 指望 奇迹 灾难 预想 人类 配有 奇迹 收起,"[(1, 0.9799514)]",1
2024-04-13,喝上 想到 生气 不想 陪葬,"[(0, 0.027973898), (1, 0.02797891), (2, 0.028290074), (3, 0.028041443), (4, 0.60743576), (5, 0.28027984)]",4
2024-04-24,废水 事件 扇贝 出口量 锐减 目的地 转移 国家 月份 国家 出口量 增长 缺口 水产 视频,"[(0, 0.010519144), (1, 0.010494762), (2, 0.010492142), (3, 0.94756246), (4, 0.010475745), (5, 0.010455755)]",3
2024-04-27,县议员 接受 记者 采访 规划 废水处理 方案 废水 便宜 方式 废水 支出 超计划 记者团 视频 收起,"[(0, 0.9507182)]",0
2024-04-28,废水 省钱 排海 地震,"[(0, 0.8319096), (1, 0.033946726), (2, 0.033378664), (3, 0.033666335), (4, 0.03370047), (5, 0.033398226)]",0
2024-04-28,全球 发生 工业污染 事件 废水 引发 国际 社会 关注 担忧 拒绝 废水 守护 蓝色 星球 废水 损害 地球 资源 拥有 生物 生态 功能 废水 排放 导致 变异 死亡 人类 健康 废水 人类 健康 放射性物质 食物链 人体 引发 损伤 细胞 癌变 疾病 基因突变 面临 畸形 先天性 智障 风险 无辜 人类 错误 买单 废水 排海 专家 提出 方案 电解 固态 埋入 地底 方法 成本 地球 生态 人类 健康 相比 投入 呼吁 政府 企业 采用 工业生产 技术 减少 排放 建立 完善 废水处理 设施 确保 废水 妥善处理 损害 国际 应对 全球 环境污染问题 守护 地球 家园 携手 抵制 废水 留下 健康 蓝色 星球 文章 代表 个人观点 转发 评论 讨论 关注 收起,"[(1, 0.9921263)]",1
2024-05-06,废水 相关 股市,"[(0, 0.042346526), (1, 0.042067718), (2, 0.7894522), (3, 0.041948535), (4, 0.04217426), (5, 0.042010803)]",2
2024-05-09,流量 跳脚 霓虹 劳务费 废水 哀乐 嘴脸 烧烤 小人 嘴脸,"[(0, 0.015226505), (1, 0.015201079), (2, 0.015186254), (3, 0.015221218), (4, 0.015213259), (5, 0.9239517)]",5
2024-05-10,君子 论迹 关注 抵制 污水 事件 本质 抵制 废水 错误 事情 小猪 可约 视频,"[(0, 0.011187837), (1, 0.011260403), (2, 0.011178215), (3, 0.9439474), (4, 0.011201676), (5, 0.011224523)]",3
2024-05-10,万物 不应 相害 抵制 废水 有责 视频,"[(0, 0.02093818), (1, 0.89535326), (2, 0.020914275), (3, 0.020971637), (4, 0.020897469), (5, 0.020925188)]",1
2024-05-11,君子 论迹 关注 抵制 污水 事件 本质 抵制 废水 错误 事情 女孩 大爷 大爷 女孩 视频,"[(3, 0.950607)]",3
2024-05-12,老师 阐述 废水 事实 唤醒 重视 女孩 大爷 大爷 女孩 视频,"[(0, 0.0139463935), (1, 0.01393537), (2, 0.013913288), (3, 0.9303446), (4, 0.013937899), (5, 0.013922426)]",3
2024-05-13,废水 事实 支持 女孩 大爷 大爷 女孩 歌曲 视频,"[(0, 0.016834939), (1, 0.017078292), (2, 0.016727654), (3, 0.91565466), (4, 0.016794307), (5, 0.016910205)]",3
2024-06-17,发布 年度 水产 指出 减至 废水 废水 排放 地震 累计 减至 收起,"[(0, 0.9355148), (1, 0.012924957), (2, 0.012882162), (3, 0.012863993), (4, 0.01295708), (5, 0.012857041)]",0
2024-07-08,废水 抵制 油罐车 食用油,"[(0, 0.033697482), (1, 0.03366776), (2, 0.033478867), (3, 0.03366017), (4, 0.46479094), (5, 0.4007048)]",4
2024-07-15,关心 遇刺 想起 博主 关心 废水 化验,"[(0, 0.89473873), (1, 0.021081984), (2, 0.020919686), (3, 0.02107494), (4, 0.021134073), (5, 0.02105057)]",0
2024-04-10,生鱼片 食用 感染 寄生虫 案例 白酒 芥末 等能 杀死 食材 寄生虫 专家 康养 视频,"[(0, 0.9440336), (1, 0.01116086), (2, 0.011143651), (3, 0.011213337), (4, 0.011289887), (5, 0.011158665)]",0
2024-06-18,确实 食品 健康 放在,"[(0, 0.8316232), (1, 0.03411256), (2, 0.033670228), (3, 0.033497773), (4, 0.033610053), (5, 0.033486165)]",0
2024-03-04,牙科 辐射 危害 恶意 口腔 视界 牙科 辐射 危害 恶意,"[(0, 0.015268369), (1, 0.015181948), (2, 0.9239645), (3, 0.015190256), (4, 0.0151949655), (5, 0.015199953)]",2
2024-03-14,高考 日报 距离 高考 核工程 核技术 专业 高考 超话 高考 超话 提起 核能 总能 联想 氢弹 原子弹 杀伤性 核武器 泄露 恐怖事件 色变 核工程 核技术 息息 医院 身体 光片 常见 安检 核辐射 成像 技术 直观 核能 现代科技 核工程 核技术 专业 方向 传统 核电 核动力 探测 辐射 防护 延伸 扩展 核技术 工程 领域 包括 核医学 粒子 探测 等离子体 核聚变 加速器 辐射 光子 科学 方向 涉及 物理 化学 材料 医学 工程 交叉学科 极具 高新技术 专业 科学技术 大学 阶段 基础课 基础 数学 微积分 数理 方程 复变 函数 基础 物理 力学 热学 光学 电磁学 原子物理 电动力学 计算 物理 大学物理 基础 电子学 基础 专业课程 包括 电子学 探测器 原理 光物理 原理 辐射 防护 加速器 物理 等离子体 物理 反应堆 物理 辐射 光学 概论 辐射 医学 基础 核科学 技术 相关 局限于 核裂变 电站 反应堆 高能 核辐射 环境 能量 电磁辐射 涉及 射线 低温 等离子体 电子 加速器 电子学 传统意义 辐射 危害 原子核 相关 辐射 危险 涉核 专业 收起,"[(2, 0.9943368)]",2
2024-03-15,体检 成本 过度 致癌 咳嗽 吐痰 坏处 纠错 机制 药物 抑制 咳嗽 理由 担心 咳坏 后果 排不出 危险 出不来 结节 结核 肿瘤 半夏 生姜 咳坏 加点 咳嗽 叔公 抽烟 喝酒 活到 医院 抽血 过度 草药 手指 搭脉 震得 经脉 抽血 报道 图片 摘录 段落 医学 发表 国家 收集 超过 数据 小于 累计 接受 结果显示 剂量 积累 血液 风险 辐射 剂量 相比 剂量 观察 血液 危险度 剂量 罹患 血液 风险 升高 辐射 剂量 肿瘤 风险 剂量 关系 辐射 剂量 增加 肿瘤 风险 增加 情况 扫描 辐射 剂量 增加 血液 整体 风险 增加 次数 辐射 积累 导致 患癌 风险 增高 低剂量 情况 增加 淋巴瘤 成熟 细胞 肿瘤 风险 孩子 成本 篇文章 文章 文章 医学 仔细 转载 学术 成果 吹哨 文章 过度 否认 正常人 癌症病人 危险 住院病人 慢性病 小心 没完 报道 院士 院士 公开 表态 提倡 癌症 发现 院士 拿出 数据 癌症 病例 增加 肺癌 发病 人数 增加 乳腺癌 增加 增加 前列腺癌 增到 数据 病人 前列腺癌 前列腺癌 死亡率 参与 乳腺癌 检查组 检查组 发现 病例 死亡率 院士 提出 癌症 类型 体检 查出 死亡 速度 查出 典范 肿瘤 早起 治愈 存活率 渐进 癌症 发展缓慢 消失 情况 发现 肿瘤 病例 增加 效果 病灶 切除 后续 身体 带来 辐射 危害 增加 患癌 风险 癌症 潜伏 患者 增加 很大 心理 负担 诱发 疾病 患者 态度 态度 思考 咳嗽 担心 结节 肺癌 肺结核 脆弱 身体 状况 针灸 介入 体检 中药 找事 巫术 传统医学 质量 关注 过度 抽血 成人 过度 抽血 导致 妊娠 失败 抽血 思考 治病 体检 受伤 关注 医院 房间 窗户 窗户 年轻人 拍完 开窗 通风 辐射 活检 结节 活检 风险 部位 亲们 穿刺 过度 制造 白血病 就让 发抖 手指头 温和 辐射 氛围 轻松 氛围 情绪 杀伤力 很大 爸爸 诊断 胃癌 女儿 辨证论治 大夫 患者 眼泪 医生 独裁 蔑视 法律 文件 说错 病人 睡觉 家人 睡觉 带癌 生存 案例 不知 股票 能跌 退市 疑似 癌症 确证 癌症 病人 宽慰 人带 老死 解郁 解忧 患者 吓死 装作 无辜 情绪 杀人 情绪 不节 身体 坠落 哭死 医院 抽血 核磁 相认 成本 体检 失灵 思维 体检 提倡 适度 体检 惧怕 丧失 理性 诉诸 理性 理性 医疗 消费者 医疗 医疗 呐喊 讨论 输液 温度 输液 液体 性质 病房 温度 抽血 有没有 害处 实操性 口号 傻子 政治 清明 负债 生病 胡乱 抱怨 医生 不到 有没有 缘分 医学 正确 医疗 消费者 选择 房价 炒起来 地方 政府 地方 政府 市场主体 房价 炒起来 金融 常识 希望 房价 暴富 房价 上涨 甩落 后果 接盘 关注 主体 医疗 活生生 医疗 选择 关注 普通人 选择 医疗 情怀 关注 通人 命运 关注 蝼蚁 家人 朋友 不值 肝硬化 腹水 中年人 中药 一家人 跳楼 想想 跳下去 话题 医学 温暖 手脚 伤害 病人 提出 医学 伤害 病人 篇文章 文章 跨行业 医疗 没法 工具 医疗 精子 成分 节欲 年老 无能 男人 射精 浅薄 医学知识 指导 脱离 正确 理论 手指 工具 黄帝内经 伤寒论 先贤 著作 医案 医案 选择 摆脱 痛苦 治疗 药物 合集 药物 思考 中药 手术 结节 发抖 咋办 执业 医师 指导 线下 看诊 看置顶 收起,"[(2, 0.022795098), (5, 0.9757819)]",5
2024-04-15,全国 重视 体检 体检 医生 建议 癌症 癌症 项目 癌症 癌症 健康 人群 措施 身体 不适 目的 发现 癌症 病变 发现 诊断 治疗 癌症 措施 有效性 特异性 发现 病变 副作用 简便 经济 负面效应 重视 辐射 危害 阳性 过度 诊断 过度 治疗 盲目 针对性 安排 减少 负面效应 证据 共识 推荐 癌症 肺癌 乳腺癌 宫颈癌 直肠癌 参考 国家 国家 癌症 中心 下属 分会 相关 指南 共识 较高 常见 癌症 参考 肺癌 肺癌 发病率 死亡率 证据 人群 发现 肺癌 改善 降低 死亡率 乳腺癌 乳腺癌 女性 常见 发病率 死亡率 呈上升 态势 乳腺癌 患者 生存率 女性 癌症 死亡 原因 宫颈癌 宫颈癌 女性 健康 常见 乳头 病毒 感染 接种 疫苗 预防 宫颈癌 措施 宫颈癌 宫颈癌 预防 措施 直肠癌 直肠癌 大肠癌 常见 消化道 癌症 死亡 原因 发病率 死亡率 呈上升 趋势 收起,"[(0, 0.99329376)]",0
2024-04-30,学习 手机 放在 床头 充电 人体 辐射 危害 降低 睡眠 质量 眼睛 健康 电池 充电 热量 火灾 爆炸 手机 放在 枕头,"[(0, 0.3449464), (1, 0.6245082)]",1
2024-05-03,医疗机构 放射科 受检者 防护服 机构 炒作 事件 反噬 大点 医院 几百人 接受 佩戴 防护服 效果 效率 足够 折腾 看病 拍片子 排队 一壶 拍片子 界定 精准 详细 膝关节 机器 成像 规格 英寸 遮挡 外伤 病人 判定 投照 放射 透视 数字化 摄影 时间 辐射 剂量 不用 焦虑 射线 药物 副作用 治疗 作用 接受 副作用 事件 法律法规 滞后 机械 时代 作出 公众 业余 人士 夸大 人带 节奏 撕裂 社会 放射 拍片子 介入 放射 放射治疗 威力 无比 质子 重离子 治疗 恐慌 医院 妇女 前提 接受 螺旋 接受 致畸 风险 不孕 不育 妇女 手段 输卵管 造影术 输卵管 堵塞 妇女 诊断 作用 顺便 黏性 输卵管 堵塞 起到 治疗 作用 射线 医学 接受 患者 辐射 危害 接受 医务人员 防护 受检者 环境 公众 防护 受检者 防护 物理学 机器 强制性 防护 措施 受检 部位 照射 散射 衍射 患者 检查室 建筑 防护 公众 医务人员 防护 希望 理性 看待 医学 希望 事件 国家 法律法规 收起,"[(2, 0.994218)]",2
2024-05-20,仪器 跟踪 激光 电磁辐射 恶心 程度 耳朵 国家 法律 制约 狂妄 不落 狗腿子 立派 规划 国籍 败类 吃喝 不愁 跟踪 偷窥 激光 同性恋 组织 精神病 厉害 扰乱 社会 疫情 国家 政策 领导 执政 能力 无能 表现 肯定 核辐射 危害 招罪 收起,"[(2, 0.058619708), (4, 0.9253119)]",4
2024-07-01,外向 辐射 危害 不准 上网,"[(0, 0.028256847), (1, 0.02795693), (2, 0.028039683), (3, 0.027904913), (4, 0.027977644), (5, 0.859864)]",5
2024-07-15,百度 旗下 驾驶 出行 服务平台 萝卜 消费者 体验 消费者 疑问 驾驶 汽车 事故 驾驶 汽车 配备 业内人士 驾驶 趋势 传统 车险 迎来 保险业 紧跟 技术 相关 业务 探索 驾驶 风险 萝卜 开通 限定 区域 车辆 前排 禁止 乘坐 萝卜 只能 乘坐 接受 记者 采访 乘客 乘坐 驾驶 出租车 整体 感觉 只能 固定 站点 选择 便利 期待 技术 驾驶 出行 消费者 疑问 关心 记者 萝卜 客服 人员 点击 屏幕 按钮 人工 平台 汽车 乘客 购买 相关 详细情况 萝卜 出行 协议 风险 提示 驾驶 技术 处于 验证 开启 示范性 出行 阶段 人类 驾驶 驾驶 不确定性 面临 风险 提示 乘客 萝卜 乘坐 车辆 面临 交通事故 风险 包括 限于 驾驶 相关 风险 驾驶 硬件 软件 技术水平 克服 覆盖 独特 出行 场景 面临 交通事故 风险 驾驶 系统 质量 缺陷 引发 加重 交通事故 风险 风险 驾驶 车辆 猛烈 加速 晃动 操作 身体 心理 不适感 风险 网络故障 计算机病毒 电力 故障 意外事件 事件 引发 车辆 风险 风险 努力 完善 平台 努力 保障 同行人 财产 出行 协议 显示 工信部 部门 联合 发布 智能网 汽车 准入 试点工作 通知 智能网 汽车 试点 主体 车辆 购买 申请 办理 注册 登记 车辆 运行 状态 车辆 运行 保障 业内人士 风险 传统 车险 覆盖 智库 专家 光明 律师 事务所律师 证券日报 记者 驾驶 汽车 依赖于 软件 硬件 系统 系统 技术 故障 风险 传统 车险 涉及 风险 传统 车险 覆盖 驾驶 汽车 面临 法律 道德风险 面临 选择 保护 乘客 行人 决策 引发 法律 争议 传统 车险 覆盖 车险 面临 课题 传统 车险 产品 覆盖 风险 领域 意味着 业务 增长点 风险 复杂性 因素 业务 开发 探索 业内人士 技术 传统 车险 保障 风险 下降 传统 车险 面临 科波 汽车 咨询服务 有限公司 创始人 首席 执行官 证券日报 记者 驾驶 提出 课题 风险 划定 面对 车辆 主体 情况 原有 机制 法规 探索 面向 智能 驾驶 车辆 软件 网联 系统 保险产品 迎合 社会 主体 转移 主体 是从 理论 驾驶 技术 保险公司 风险 判断 出险 概率 出险 损失 计算 精准 大学 精算 科技 实验室 证券日报 记者 公安部 公布 机动车 碰撞 原因 驾驶员 因素 驾驶 技术 成熟 汽车 责任 风险 归因 驾驶员 转向 实体 传统 车险 演变 车险 车辆 碰撞 主因 传统 车险 承保 风险 汽车保险 定义 驾驶 技术 汽车 风险 转为 风险 软件 算法 风险 基础设施 风险 设施 风险 包括 火灾 风险 电磁辐射 危害 风险 信誉 风险 风险 驾驶 汽车 风险 责任 主体 责任 索赔 对象 责任 费率 厘定 保险条款 发生 车险 尚待 探索 领域 发布 发布 智能网 汽车 相关 条例 内容 驾驶 汽车 条例 征求意见 简称 条例 申请 利用 驾驶 汽车 创新 国家 机动车 交通事故 责任 强制保险 承运人 责任险 乘客 意外 伤害 责任 限额 交通事故 责任 商业保险 金融机构 开立 额度 交通事故 赔偿 保函 条例 鼓励 保险机构 开发 驾驶 汽车 保险产品 驾驶 汽车 企业 提供 鼓励 驾驶 汽车 企业 保险公司 驾驶 汽车 特性 保险产品 来源 证券日报 收起,"[(3, 0.9981083)]",3
2024-04-06,细思 极恐 水产品 打开 水产品 禁令 人类 计划 视频,"[(0, 0.016741222), (1, 0.91582704), (2, 0.016754366), (3, 0.016750505), (4, 0.016937582), (5, 0.016989311)]",1
2024-03-01,环境 老师 废水 不想 上课 博士 学生,"[(0, 0.021052392), (1, 0.020993045), (2, 0.6666243), (3, 0.24929203), (4, 0.021049967), (5, 0.020988243)]",2
2024-03-01,污水 危难 选择 直面 困难 选择 污水 废水 梦尘 影视 视频,"[(0, 0.01407781), (1, 0.014039262), (2, 0.013942883), (3, 0.92994684), (4, 0.014022919), (5, 0.013970285)]",3
2024-03-02,回忆 不想 丢失 不知 安放 回忆 不想 丢失 不知 安放 回忆 不想 丢失 不知 安放,"[(0, 0.010429674), (1, 0.01043318), (2, 0.947825), (3, 0.010428685), (4, 0.010423825), (5, 0.010459615)]",2
2024-03-03,热度 声援 拒绝 排海 关注 互联网 记忆,"[(0, 0.020888833), (1, 0.57064366), (2, 0.34551573), (3, 0.020990105), (4, 0.020971632), (5, 0.020990038)]",1
2024-03-03,近闻 诋毁 鼓噪 苹果 公认 全国 少有 开发 圈钱 资本 围猎 不移 少有 良心 企业家 跳梁 小鬼 建议 废水 狗屎 应禁 真让人 反胃 收起,"[(1, 0.9664339)]",1
2024-03-04,废水,"[(0, 0.57990617), (1, 0.08440112), (2, 0.08382625), (3, 0.08378719), (4, 0.0841901), (5, 0.08388916)]",0
2024-03-04,垃圾 国度 治理 废水 超话,"[(0, 0.027950073), (1, 0.8605017), (2, 0.027905654), (3, 0.027845586), (4, 0.027860554), (5, 0.027936462)]",1
2024-03-05,废水 排放 房价 下跌 主因 佐证 视频,"[(0, 0.02115897), (1, 0.021108914), (2, 0.020961141), (3, 0.22284104), (4, 0.021049524), (5, 0.6928804)]",5
2024-03-06,废水 原因 想排 制止,"[(0, 0.8325649), (1, 0.03352339), (2, 0.033445083), (3, 0.033500355), (4, 0.033470683), (5, 0.03349561)]",0
